What,0,1,2,3,4,Date,Hour,5,6,7
ABC most viewed,Opposition leader Zak Kirkup concedes defeat two weeks out from WA election,'They were treating my dad like an animal to be slaughtered': Horror allegations from inside an exclusive home,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,Melbourne cake shop baffled by exposure window as contractors sound alarm on contact tracing,Live: Vaccine dosing mistake investigated as Queensland opens to Melbourne,2021-02-25,11,,,
ABC most viewed,Opposition leader Zak Kirkup concedes defeat two weeks out from WA election,"Strip poker, a kiss, cigars from Bill Clinton: Accusations against New York Governor grow",Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,'They were treating my dad like an animal to be slaughtered': Horror allegations from inside an exclusive home,"Victoria set to return to pre-Christmas eased restrictions, Andrews hints",2021-02-25,12,,,
ABC most viewed,Woman who blackmailed couple over photos of dying child has appeal rejected,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,Live: Vaccine rollout delayed in some facilities as dosing mistake investigated,"Strip poker, a kiss, cigars from Bill Clinton: Accusations against New York Governor grow",Why your peanut butter has gone all the way to the Supreme Court,2021-02-25,13,,,
ABC most viewed,Woman who blackmailed couple over photos of dying child has appeal rejected,Patient given incorrect vaccine dose has heart surgery delayed as Healthcare Australia CEO stood aside,Why your peanut butter has gone all the way to the Supreme Court,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,'They were treating my dad like an animal to be slaughtered': Horror allegations from inside an exclusive home,2021-02-25,14,,,
ABC most viewed,'He could barely see': Wild sheep 'Baarack' recovering after 35kg fleece shorn off,Patient given incorrect vaccine dose has heart surgery delayed as Healthcare Australia CEO stood aside,Woman who blackmailed couple over photos of dying child has appeal rejected,Why your peanut butter has gone all the way to the Supreme Court,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,2021-02-25,15,,,
ABC most viewed,'He could barely see': Wild sheep 'Baarack' recovering after 35kg fleece shorn off,Woman who blackmailed couple over photos of dying child has appeal rejected,Patient given incorrect vaccine dose has heart surgery delayed as Healthcare Australia CEO stood aside,BOM autumn outlook: The wet is not over yet,"'She's getting away': Accused toolbox killers beat victims before leaving them to die, witness says",2021-02-25,16,,,
ABC most viewed,'He could barely see': Wild sheep 'Baarack' recovering after 35kg fleece shorn off,Woman who blackmailed couple over photos of dying child has appeal rejected,Patient given incorrect vaccine dose has heart surgery delayed as Healthcare Australia CEO stood aside,Sydney man wanted over alleged hotel room hammer attack captured by police in bushland,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,2021-02-25,17,,,
ABC most viewed,'He could barely see': Wild sheep 'Baarack' recovering after 35kg fleece shorn off,Patient given incorrect vaccine dose has heart surgery delayed as Healthcare Australia CEO stood aside,Woman who blackmailed couple over photos of dying child has appeal rejected,BOM autumn outlook: The wet is not over yet,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,2021-02-25,18,,,
ABC most viewed,'He could barely see': Wild sheep 'Baarack' recovering after 35kg fleece shorn off,Sydney man wanted over alleged hotel room hammer attack captured by police in bushland,Patient given incorrect vaccine dose has heart surgery delayed as Healthcare Australia CEO stood aside,BOM autumn outlook: The wet is not over yet,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,2021-02-25,21,,,
ABC most viewed,"Excessive dosing of Pfizer COVID-19 vaccine a 'well-known risk', expert says",'He could barely see': Wild sheep 'Baarack' recovering after 35kg fleece shorn off,Patient given incorrect vaccine dose has heart surgery delayed as Healthcare Australia CEO stood aside,Why the Australian dollar is rising — and what that's got to do with your mortgage repayments,BOM autumn outlook: The wet is not over yet,2021-02-25,22,,,
ABC most viewed,"Tears flow from host, MP as Q+A into aged care sector cuts deep","Excessive dosing of Pfizer COVID-19 vaccine a 'well-known risk', expert says",Mark McGowan uses leader's debate to criticise Liberal leader Zak Kirkup for conceding defeat in WA election,NSW Roads Minister ordered every tree near a highway be cleared after Black Summer bushfires,'He could barely see': Wild sheep 'Baarack' recovering after 35kg fleece shorn off,2021-02-26,00,,,
ABC most viewed,"Tears flow from host, MP as Q+A into aged care sector cuts deep","Excessive dosing of Pfizer COVID-19 vaccine a 'well-known risk', expert says",Mark McGowan uses leader's debate to criticise Liberal leader Zak Kirkup for conceding defeat in WA election,German police commissioner charged with sharing Hitler pictures,NSW Roads Minister ordered every tree near a highway be cleared after Black Summer bushfires,2021-02-26,01,,,
ABC most viewed,"Tears flow from host, MP as Q+A into aged care sector cuts deep",Victoria coronavirus restrictions are poised to change today — here's what to expect,German police commissioner charged with sharing Hitler pictures,'Terrible situation': Claims Vanuatu's seasonal workers sacked and threatened after dispute,NSW Roads Minister ordered every tree near a highway be cleared after Black Summer bushfires,2021-02-26,03,,,
ABC most viewed,"Tears flow from host, MP as Q+A into aged care sector cuts deep",Victoria coronavirus restrictions are poised to change today — here's what to expect,'He could barely see': Wild sheep 'Baarack' recovering after 35kg fleece shorn off,NSW Roads Minister ordered every tree near a highway be cleared after Black Summer bushfires,'Terrible situation': Claims Vanuatu's seasonal workers sacked and threatened after dispute,2021-02-26,05,,,
ABC most viewed,"Tears flow from host, MP as Q+A into aged care sector cuts deep",Victoria coronavirus restrictions are poised to change today — here's what to expect,'He could barely see': Wild sheep 'Baarack' recovering after 35kg fleece shorn off,"Uncomfortable uniforms deter girls from playing sport, study finds",NSW Roads Minister ordered every tree near a highway be cleared after Black Summer bushfires,2021-02-26,06,,,
ABC most viewed,"Tears flow from host, MP as Q+A into aged care sector cuts deep",Everything you know about military drones is probably out of date. Here's what's happening now,Cake shop coronavirus exposure window confusion deepens after time clash discovered,'He could barely see': Wild sheep 'Baarack' recovering after 35kg fleece shorn off,"Man, 82, charged with murder of wife on Gold Coast",2021-02-26,07,,,
ABC most viewed,Businesswoman Melissa Caddick confirmed dead after campers find foot 400km from Sydney,"Tears flow from host, MP as Q+A into aged care sector cuts deep",Victoria records two new coronavirus infections in close contacts of pre-existing cases,Everything you know about military drones is probably out of date. Here's what's happening now,'Always seen with a smile': Tributes for young netballer killed in crash,2021-02-26,08,,,
ABC most viewed,Businesswoman Melissa Caddick confirmed dead after campers find foot 400km from Sydney,Victoria records two new coronavirus infections in close contacts of existing cases,"Tears flow from host, MP as Q+A into aged care sector cuts deep",Live: Oxford investigates cyber attack after reports of COVID-19 research lab hack,US Gymnastics coach kills himself after being charged with sexual assault and trafficking,2021-02-26,09,,,
